"fecha","categoria","ecommerce","marca","producto","precio.antes","precio.actual","recojo.tienda","solo.online"
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/14783117/Tinta-Negro-T296120-AL-Xpression?navAction=push",NA,"S/ 17.94","4",NA
"2017-08-23","televisores","falabella","Case Logic","/falabella-pe/product/13686655/Funda-para-Tablets-TS-108-de-7-y-8-?navAction=push",NA,"S/ 29.90","4",NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817153/Teclado-Isku-FX-Negro?navAction=push",NA,"S/ 394.90",NA,NA
"2017-08-23","televisores","falabella","Skill","/falabella-pe/product/14920024/Pad-Mouse-Descansador-Negro?navAction=push",NA,"S/ 12.90","4",NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/15165408/Mouse-Dx-110-Usb-Optico-Azul?navAction=push",NA,"S/ 19.90","4",NA
"2017-08-23","televisores","falabella","Canon","/falabella-pe/product/15136320/Impresora-Multifuncional-MG-3010-Wifi?navAction=push",NA,"S/ 259","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/13614185/Cartucho-de-Tinta-T195120-Negro?navAction=push",NA,"S/ 24.90","4",NA
"2017-08-23","televisores","falabella","LG","/falabella-pe/product/15774369/Monitor-LED-32-Full-HD-IPS-32MP58HQ?navAction=push",NA,"S/ 1,249",NA,NA
"2017-08-23","televisores","falabella","Kingston","/falabella-pe/product/15190409/Mouse-Pad-HyperX-Fury-Gamer-Medium-Negro?navAction=push",NA,"S/ 69",NA,NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/14699062/Mouse-Inalambrico-M317-Negro?navAction=push",NA,"S/ 99","4",NA
"2017-08-23","televisores","falabella","Skullcandy","/falabella-pe/product/15108142/Mochila-SKDY1163-BLCK3-Negro?navAction=push",NA,"S/ 169.90",NA,NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817149/Teclado-Ryos-MK-Pro-Rojo?navAction=push",NA,"S/ 549.90",NA,NA
"2017-08-23","televisores","falabella","WTF","/falabella-pe/product/15759503/Smart-Sticker-Negro-COL-01?navAction=push","S/ 39.90","S/ 24.90",NA,NA
"2017-08-23","televisores","falabella","Microsoft","/falabella-pe/product/15724430/Programa-Office-Home-and-Student-2016?navAction=push",NA,"S/ 389","4",NA
"2017-08-23","televisores","falabella","Lenovo","/falabella-pe/product/15108495/Tablet-6,4-Phab-2-Pro-4-GB-64-GB-8MP-16-MP-Dorado?navAction=push","S/ 1,899","S/ 1,799","4",NA
"2017-08-23","televisores","falabella","WTF","/falabella-pe/product/15759507/Smart-Sticker-Square-ART-01?navAction=push","S/ 39.90","S/ 24.90",NA,NA
"2017-08-23","televisores","falabella","Targus","/falabella-pe/product/14828218/Mochila-Porta-Laptop-15,6-TSB226LA-Negro?navAction=push",NA,"S/ 149","4",NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810153/Adaptador-USB-Inalambrico-de-Alta-Potencia-300Mbps?navAction=push",NA,"S/ 109",NA,NA
"2017-08-23","televisores","falabella","Butrich","/falabella-pe/product/15161210/Skin-Rosado-14p?navAction=push",NA,"S/ 79",NA,NA
"2017-08-23","televisores","falabella","Magix","/falabella-pe/product/15810427/Lapicero-3D-MAGIX-KIDS?navAction=push",NA,"S/ 249",NA,NA
"2017-08-23","televisores","falabella","Sandisk","/falabella-pe/product/13485252/Memoria-USB-Cruzer-Blade-8-GB?navAction=push",NA,"S/ 19.90","4",NA
"2017-08-23","televisores","falabella","Brother","/falabella-pe/product/15724459/Impresora-Multifuncional-DCPT700W?navAction=push",NA,"S/ 899",NA,NA
"2017-08-23","televisores","falabella","TotoLink","/falabella-pe/product/15889444/Router-Inalambrico-N100RE-Blanco?navAction=push",NA,"S/ 69",NA,NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/14799977/Mouse-Inalambrico-NX-7015-Gris?navAction=push",NA,"S/ 44.90","4",NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810163/Router-Gigabit-de-Banda-Dual-Inalambrico-AC1750?navAction=push",NA,"S/ 599",NA,NA
"2017-08-23","televisores","falabella","Case Logic","/falabella-pe/product/14484472/Maletin-Porta-Laptop-15-?navAction=push",NA,"S/ 120","4",NA
"2017-08-23","televisores","falabella","Sakar","/falabella-pe/product/15208088/Bolso-para-Tablet-11-Avenger-Ultron?navAction=push",NA,"S/ 49.90",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/14923837/Tinta-46-Negro-Single?navAction=push",NA,"S/ 41.90","4",NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/15773836/All-in-One-19,5-Intel-Core-i3-4-GB-1-TB-Blanco?navAction=push",NA,"S/ 1,999","4",NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/15047318/Tablet-Tab-S2-8''-Negro?navAction=push",NA,"S/ 1,499","4",NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/14972819/Mouse-Gamer-Tuneable-G502?navAction=push",NA,"S/ 259","4",NA
"2017-08-23","televisores","falabella","Fiddler","/falabella-pe/product/15208133/Organizador-de-Cables-X-6?navAction=push",NA,"S/ 9.90","4",NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/14972876/Teclado-Gamer-G105-USB-Negro?navAction=push",NA,"S/ 249","4",NA
"2017-08-23","televisores","falabella","Asus","/falabella-pe/product/15771588/Notebook-15,6-Intel-Core-i5-7200U-6GB-1TB-2GB-Video?navAction=push","S/ 2,399","S/ 1,899","4",NA
"2017-08-23","televisores","falabella","Macrotel","/falabella-pe/product/15208065/Pack-Pilas-Recargables-Aa?navAction=push",NA,"S/ 18.90",NA,NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/15809165/Teclado-Scorpion-K220-Negro?navAction=push",NA,"S/ 59",NA,NA
"2017-08-23","televisores","falabella","Sandisk","/falabella-pe/product/15185585/USB-Ultra-Dual-Drive-16GB?navAction=push",NA,"S/ 49.90","4",NA
"2017-08-23","televisores","falabella","Exin","/falabella-pe/product/15719246/CPU-para-Gamers-Defender-71?navAction=push",NA,"S/ 3,209",NA,NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/15736758/Monitor-Gaming-Curvo-24-LC24FG70?navAction=push",NA,"S/ 1,499",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/15752505/Padmouse-X7Z94AA-Omen-con-Steel-Negro?navAction=push",NA,"S/ 168",NA,NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817144/Teclado-Suora-Retroiluminacion-FX?navAction=push",NA,"S/ 549.90",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/15773828/Notebook-15,6-Full-HD-Intel-Core-i7-12-GB-1-TB?navAction=push",NA,"S/ 4,699","4",NA
"2017-08-23","televisores","falabella","Fiddler","/falabella-pe/product/14952298/Cable-HDMI-30-AWG-1,8-m?navAction=push",NA,"S/ 19.90","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/11739817/Cartucho-de-Tinta-T073220-Cyan?navAction=push",NA,"S/ 34.90","4",NA
"2017-08-23","televisores","falabella","Leotec","/falabella-pe/product/15808265/Tablet-10,1-Supernova-I3G?navAction=push",NA,"S/ 419",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/14962077/Tinta-664-Negro?navAction=push",NA,"S/ 41.90","4",NA
"2017-08-23","televisores","falabella","LG","/falabella-pe/product/15197403/Monitor-29-Curvo-29UC88-Negro?navAction=push",NA,"S/ 1,999",NA,NA
"2017-08-23","televisores","falabella","Dlink","/falabella-pe/product/14924802/Router-Ethernet-NWDIR-809?navAction=push",NA,"S/ 169","4",NA
"2017-08-23","televisores","falabella","Fiddler","/falabella-pe/product/14546114/Ventilador-para-Laptop-9-17-Negro?navAction=push",NA,"S/ 39.90","4",NA
"2017-08-23","televisores","falabella","Dell","/falabella-pe/product/15773810/Notebook-Intel-Core-i3-6GB-1TB-14-Negro?navAction=push",NA,"S/ 1,599","4",NA
"2017-08-23","televisores","falabella","Macrotel","/falabella-pe/product/15208062/Cable-HDMI-a-HDMI-Mini-MV-3310PRO?navAction=push",NA,"S/ 14.90",NA,NA
"2017-08-23","televisores","falabella","Case Logic","/falabella-pe/product/14547946/Funda-Neopreno-para-Laptop-16-?navAction=push",NA,"S/ 89","4",NA
"2017-08-23","televisores","falabella","Microsoft","/falabella-pe/product/14932582/Mouse-Compact-Optical-500?navAction=push",NA,"S/ 49","4",NA
"2017-08-23","televisores","falabella","Dlink","/falabella-pe/product/14924799/Router-NWDLDIR615?navAction=push",NA,"S/ 79","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/12154586/Cartucho-de-Tinta-T135120-Negra?navAction=push",NA,"S/ 29.90","4",NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/14799971/Mouse-Retractil-Micro-Traveler-Silver?navAction=push",NA,"S/ 32.90","4",NA
"2017-08-23","televisores","falabella","Ddesign","/falabella-pe/product/880757703/Mochila-para-Notebook-15,6-DK-Gris-Azul?navAction=push",NA,"S/ 99","4",NA
"2017-08-23","televisores","falabella","Acer","/falabella-pe/product/15660018/Notebook-Intel-Celeron-3350-4GB-500GB-15.6''?navAction=push","S/ 1,199","S/ 1,099","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/12154612/Cartucho-de-Tinta-T133420-color-amarillo?navAction=push",NA,"S/ 39.90","4",NA
"2017-08-23","televisores","falabella","Acer","/falabella-pe/product/15898115/Notebook-15,6-Intel-Core-i7-12GB-1TB?navAction=push","S/ 4,099","S/ 3,999",NA,NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/15102371/Funda-Samsung-Book-Cover-Tab-3.7-Negro?navAction=push",NA,"S/ 139",NA,NA
"2017-08-23","televisores","falabella","AOC","/falabella-pe/product/15190386/Monitor-27''?navAction=push",NA,"S/ 969",NA,NA
"2017-08-23","televisores","falabella","Fiddler","/falabella-pe/product/15802431/Cable-Audio-Mini-Plug-1,8-m?navAction=push",NA,"S/ 12.90","4",NA
"2017-08-23","televisores","falabella","Butrich","/falabella-pe/product/15161207/Skin-Bolas-14p?navAction=push",NA,"S/ 79",NA,NA
"2017-08-23","televisores","falabella","Brother","/falabella-pe/product/15724457/Impresora-Multifuncional-DCPT300?navAction=push",NA,"S/ 699",NA,NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/14799974/Mouse-Inalambrico-NX-7000-Blanco?navAction=push","S/ 34.90","S/ 29.90","4",NA
"2017-08-23","televisores","falabella","Perfect Choise","/falabella-pe/product/15208074/Protector-De-Pantalla-Anti?navAction=push",NA,"S/ 19.90",NA,NA
"2017-08-23","televisores","falabella","Motorola","/falabella-pe/product/15781992/Radio-2-vias-T200PE?navAction=push",NA,"S/ 349",NA,NA
"2017-08-23","televisores","falabella","Apple","/falabella-pe/product/15197457/Ipad-Mini-2-Wi-Fi-32GB-Gris-Espacial?navAction=push",NA,"S/ 1,199","4",NA
"2017-08-23","televisores","falabella","Sandisk","/falabella-pe/product/15185579/Memoria-USB-32-GB-Metalico?navAction=push","S/ 59.90","S/ 57.90","4",NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/14945107/Tablet-Galaxy-Tab-de-7''-8GB-Blanco?navAction=push","S/ 599","S/ 499","4",NA
"2017-08-23","televisores","falabella","Leotec","/falabella-pe/product/15806311/Cargador-de-Tablet-LECTAB5VUSB?navAction=push",NA,"S/ 29",NA,NA
"2017-08-23","televisores","falabella","Microsoft","/falabella-pe/product/14961507/Mouse-Wireless-Mobile-Gris-Oscuro?navAction=push",NA,"S/ 109",NA,NA
"2017-08-23","televisores","falabella","Tp-link","/falabella-pe/product/14924795/Acces-Point-NWTLWA701N?navAction=push",NA,"S/ 99","4",NA
"2017-08-23","televisores","falabella","Built","/falabella-pe/product/13601110/Funda-para-Tablet-7-8-E-ES8-MNV?navAction=push",NA,"S/ 29.90","4",NA
"2017-08-23","televisores","falabella","Sakar","/falabella-pe/product/15208109/Spiderman-Tablet-Sleeve-7-?navAction=push",NA,"S/ 29.90",NA,NA
"2017-08-23","televisores","falabella","Perfect Choise","/falabella-pe/product/15208173/Funda-Tablet-10-Negro?navAction=push",NA,"S/ 9.90",NA,NA
"2017-08-23","televisores","falabella","Skullcandy","/falabella-pe/product/15108148/Mochila-SKDY8019-WOO-Student?navAction=push",NA,"S/ 249",NA,NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809084/Mouse-ABYSSUS-V2-Negro?navAction=push",NA,"S/ 229",NA,NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809087/Mouse-NAGA-HEX-V2-Negro?navAction=push",NA,"S/ 479",NA,NA
"2017-08-23","televisores","falabella","Acer","/falabella-pe/product/15660026/Notebook-CI3-7100U-4GB-128SSD-14''-Slim?navAction=push","S/ 2,399","S/ 1,919","4",NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/15165433/Audifonos-c-Microfono-HS-G500V?navAction=push",NA,"S/ 69.90","4",NA
"2017-08-23","televisores","falabella","Targus","/falabella-pe/product/14828226/Funda-para-laptop-14''-Trax-Black?navAction=push",NA,"S/ 39.90","4",NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809099/Pad-Mouse-Goliathus-TERRA-LARGE?navAction=push",NA,"S/ 129.90",NA,NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810158/Switch-de-Escritorio-de-8-Puertos-de-10-100Mbps?navAction=push",NA,"S/ 54",NA,NA
"2017-08-23","televisores","falabella","XYZPrinting","/falabella-pe/product/15810435/Cable-para-Impresora-Negro-DAVINCI-JR1.1?navAction=push",NA,"S/ 169",NA,NA
"2017-08-23","televisores","falabella","Case Logic","/falabella-pe/product/14324519/Mochila-Evolution-Plus-para-Laptop-15,6-Negro?navAction=push",NA,"S/ 199","4",NA
"2017-08-23","televisores","falabella","Advance","/falabella-pe/product/15673909/Tablet-7-TR4885-3G-Quad-Core-2-GB-8-GB-Verde-+-Mochila?navAction=push",NA,"S/ 299","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/14783118/Tinta-Cian-T296220-AL-Xpression?navAction=push",NA,"S/ 28.74","4",NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817154/Teclado-Isku-FX-Blanco?navAction=push",NA,"S/ 394.90",NA,NA
"2017-08-23","televisores","falabella","Casio","/falabella-pe/product/15136341/Calculadora-de-Mesa-MX-8B-BK?navAction=push",NA,"S/ 18.50","4",NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809089/KIT-TECLADO+MOUSE-CYCLOSA-ABYSUSS-Negro?navAction=push",NA,"S/ 289.90",NA,NA
"2017-08-23","televisores","falabella","Samsonite","/falabella-pe/product/14414874/Mochila-Porta-Laptop-Locus-Backpack-V-Negro?navAction=push",NA,"S/ 299","4",NA
"2017-08-23","televisores","falabella","Skill","/falabella-pe/product/14920025/Pad-Mouse-Descansador-Azul?navAction=push",NA,"S/ 12.90","4",NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/15165409/Mouse-M185-Wireless-Gris?navAction=push",NA,"S/ 54.90","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/13614186/Cartucho-de-Tinta-T195220-Cian?navAction=push",NA,"S/ 34.90","4",NA
"2017-08-23","televisores","falabella","Targus","/falabella-pe/product/15165437/Mochila-Compact-Rolling-16''?navAction=push",NA,"S/ 259","4",NA
"2017-08-23","televisores","falabella","Case Logic","/falabella-pe/product/14251391/Folio-para-Tablet-7-?navAction=push",NA,"S/ 49","4",NA
"2017-08-23","televisores","falabella","Fiddler","/falabella-pe/product/14717261/Mouse-Optico-Retractil-USB-Azul?navAction=push",NA,"S/ 15.90","4",NA
"2017-08-23","televisores","falabella","Kingston","/falabella-pe/product/15190410/Mouse-Pad-HyperX-Fury-Gamer-Large-Negro?navAction=push",NA,"S/ 99",NA,NA
"2017-08-23","televisores","falabella","Dell","/falabella-pe/product/15712247/Notebook-I7-6700HQ-8GB-1TB-GTX960?navAction=push",NA,"S/ 3,699",NA,NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/14699065/Mouse-Optico-Wireless-M317-Zigzag?navAction=push",NA,"S/ 99","4",NA
"2017-08-23","televisores","falabella","Butrich","/falabella-pe/product/15161214/Skin-Corazon-Gigante-15.6p?navAction=push",NA,"S/ 79",NA,NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809101/Pad-Mouse-Goliathus-TERRA-SMALL?navAction=push",NA,"S/ 79.90",NA,NA
"2017-08-23","televisores","falabella","Wacom","/falabella-pe/product/15915990/Tablet-Digital-Intuos-Pro-Medium?navAction=push",NA,"S/ 1,599",NA,NA
"2017-08-23","televisores","falabella","Skullcandy","/falabella-pe/product/15108144/Mochila-SKDY8018-Naranja?navAction=push",NA,"S/ 199",NA,NA
"2017-08-23","televisores","falabella","Magix","/falabella-pe/product/15810431/Insumo-Lapicero-3D-Amarillo?navAction=push",NA,"S/ 9.90",NA,NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817150/Teclado-Ryos-MK-Glow-Negro?navAction=push",NA,"S/ 475.90",NA,NA
"2017-08-23","televisores","falabella","Logitech","/falabella-pe/product/14699059/Mouse-Optico-Wireless-M280-Azul?navAction=push",NA,"S/ 69.90","4",NA
"2017-08-23","televisores","falabella","WTF","/falabella-pe/product/15759504/Smart-Sticker-Triang-GEO-04?navAction=push","S/ 39.90","S/ 24.90",NA,NA
"2017-08-23","televisores","falabella","Merkury","/falabella-pe/product/15208153/Funda-para-Tablet-10-Mb?navAction=push",NA,"S/ 19.90",NA,NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810160/Router-Inalambrico-Tri-Banda-Gigabit-AC3200?navAction=push",NA,"S/ 1,099",NA,NA
"2017-08-23","televisores","falabella","XYZPrinting","/falabella-pe/product/15810437/Cable-para-Impresora-Amarillo-DAVINCI-JR1.1?navAction=push",NA,"S/ 169",NA,NA
"2017-08-23","televisores","falabella","Targus","/falabella-pe/product/15066730/Mochila-Sport-Backpack-15,6-Negro?navAction=push",NA,"S/ 69","4",NA
"2017-08-23","televisores","falabella","Advance","/falabella-pe/product/15673911/Tablet-7-TR4885-3G-Quad-Core-2-GB-8-GB-Amarillo-+-Mochila?navAction=push",NA,"S/ 299","4",NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/15809162/Mouse-NX9000BT-GOLD-Dorado?navAction=push",NA,"S/ 84.90",NA,NA
"2017-08-23","televisores","falabella","Exin","/falabella-pe/product/15719243/CPU-para-Gamers-Razor-71?navAction=push",NA,"S/ 2,569",NA,NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/14783120/Tinta-Amarillo-T296420-AL-Xpression?navAction=push",NA,"S/ 28.74","4",NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/13506165/Cartucho-de-Tinta-T196420-Amarillo?navAction=push",NA,"S/ 39.90","4",NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/15102363/Funda-Samsung-para-Samsung-Galaxy-Tab-3-7.0-Rosado?navAction=push",NA,"S/ 139",NA,NA
"2017-08-23","televisores","falabella","Brother","/falabella-pe/product/15724453/Impresora-Laser-Monocromatica-HL1202?navAction=push",NA,"S/ 199",NA,NA
"2017-08-23","televisores","falabella","Ddesign","/falabella-pe/product/880630105/Soporte-para-Auto-de-Celulares?navAction=push",NA,"S/ 16.90","4",NA
"2017-08-23","televisores","falabella","WTF","/falabella-pe/product/15759508/Smart-Sticker-Zebra?navAction=push","S/ 39.90","S/ 24.90",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/15190299/Tinta-904XL-Cyan-Original-Ink?navAction=push",NA,"S/ 55.90","4",NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817163/Audifono-Gamer-Estereo-On-Ear?navAction=push",NA,"S/ 236.90",NA,NA
"2017-08-23","televisores","falabella","Targus","/falabella-pe/product/14828219/Maletin-para-Notebook-16''-CN31US?navAction=push",NA,"S/ 79.90","4",NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809096/Pad-Mouse-Goliathus-FISSURE-SMALL?navAction=push",NA,"S/ 79.90",NA,NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810154/Extensor-de-Powerline-WiFi-AV500-de-300Mbps?navAction=push",NA,"S/ 229",NA,NA
"2017-08-23","televisores","falabella","Lexar","/falabella-pe/product/15136332/USB-M20C-16-GB-3-1-Tipo-C?navAction=push",NA,"S/ 49.90","4",NA
"2017-08-23","televisores","falabella","Butrich","/falabella-pe/product/15161211/Skin-Rosado-15.6p?navAction=push",NA,"S/ 79",NA,NA
"2017-08-23","televisores","falabella","Magix","/falabella-pe/product/15810428/Lapicero-3D-MAGIX-PRO?navAction=push",NA,"S/ 299",NA,NA
"2017-08-23","televisores","falabella","Epson","/falabella-pe/product/13506162/Cartucho-de-Tinta-T197120-Negro?navAction=push",NA,"S/ 39.90","4",NA
"2017-08-23","televisores","falabella","Roccat","/falabella-pe/product/15817158/Mouse-Kova-Negro?navAction=push",NA,"S/ 199.90",NA,NA
"2017-08-23","televisores","falabella","Casio","/falabella-pe/product/15136343/Calculadora-portatil-HL-820LV-BK?navAction=push",NA,"S/ 11.90","4",NA
"2017-08-23","televisores","falabella","Razer","/falabella-pe/product/15809093/Teclado-BLACKWIDOW-OVEW-Negro?navAction=push",NA,"S/ 869",NA,NA
"2017-08-23","televisores","falabella","Sandisk","/falabella-pe/product/13485253/Memoria-USB-Cruzer-Blade-16-GB?navAction=push","S/ 29.90","S/ 26.90","4",NA
"2017-08-23","televisores","falabella","TotoLink","/falabella-pe/product/15889445/Router-Inalambrico-N200RE-Blanco?navAction=push",NA,"S/ 69",NA,NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/14799978/Mouse-Inalambrico-NX-7015-Marron?navAction=push",NA,"S/ 44.90","4",NA
"2017-08-23","televisores","falabella","Merkury","/falabella-pe/product/15208166/Funda-Tablet-10-?navAction=push",NA,"S/ 29.90",NA,NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810164/Extensor-de-Rango-Wi-Fi-AC1750?navAction=push",NA,"S/ 449",NA,NA
"2017-08-23","televisores","falabella","Sakar","/falabella-pe/product/15208091/Case-Iphone-4-4s-Spiderman?navAction=push",NA,"S/ 9.90",NA,NA
"2017-08-23","televisores","falabella","Samsung","/falabella-pe/product/15784314/Tablet-9,7-Galaxy-Tab-S3-Negro-+-Cover-Negro-F-SM-T820NZKAP?navAction=push",NA,"S/ 2,399","4",NA
"2017-08-23","televisores","falabella","TotoLink","/falabella-pe/product/15889448/Router-Inalambrico-1004-Blanco?navAction=push",NA,"S/ 179",NA,NA
"2017-08-23","televisores","falabella","Genius","/falabella-pe/product/14799981/Mouse-Micro-Traveler-9000R-Rosado?navAction=push",NA,"S/ 77.90","4",NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/14923838/Tinta-46-Tricolor-Single?navAction=push",NA,"S/ 41.90","4",NA
"2017-08-23","televisores","falabella","TP-Link","/falabella-pe/product/15810147/Extensor-Powerline-Wi-Fi-300Mbps-AV500-Kit-de-Inicio?navAction=push",NA,"S/ 329",NA,NA
"2017-08-23","televisores","falabella","HP","/falabella-pe/product/15773837/All-in-One-23,8-AMD-A9-6-GB-1-TB-Silver?navAction=push",NA,"S/ 2,499","4",NA
